chapter,dialogue,speaker,receiver
4,“What was it? Plain cocoa?”,Hercule Poirot,Annie
4,"“Yes, sir, made with milk, with a teaspoonful of sugar, and two teaspoonfuls of rum in it.”",Annie,Hercule Poirot
4,“Who took it to her room?”,Hercule Poirot,Annie
4,"“I did, sir.”",Annie,Hercule Poirot
4,“Always?”,Hercule Poirot,Annie
4,"“Yes, sir.”",Annie,Hercule Poirot
4,“At what time?”,Hercule Poirot,Annie
4,"“When I went to draw the curtains, as a rule, sir.”",Annie,Hercule Poirot
4,“Did you bring it straight up from the kitchen then?”,Hercule Poirot,Annie
4,"“No, sir, you see there’s not much room on the gas stove, so cook used to make it early, before putting the vegetables on for supper. Then I used to bring it up, and put it on the table by the swing door, and take it into her room later.”",Annie,Hercule Poirot
4,"“The swing door is in the left wing, is it not?”",Hercule Poirot,Annie
4,"“Yes, sir.”",Annie,Hercule Poirot
4,"“And the table, is it on this side of the door, or on the farther—servants’ side?”",Hercule Poirot,Annie
4,"“It’s this side, sir.”",Annie,Hercule Poirot
4,“What time did you bring it up last night?”,Hercule Poirot,Annie
4,"“About quarter-past seven, I should say, sir.”",Annie,Hercule Poirot
4,“And when did you take it into Mrs. Inglethorp’s room?”,Hercule Poirot,Annie
4,"“When I went to shut up, sir. About eight o’clock. Mrs. Inglethorp came up to bed before I’d finished.”",Annie,Hercule Poirot
4,"“Then, between seven-fifteen and eight o’clock, the cocoa was standing on the table in the left wing?”",Hercule Poirot,Annie
4,"“Yes, sir.”",Annie,Hercule Poirot
4,"“And if there was salt in it, sir, it wasn’t me. I never took the salt near it.”",Annie,Hercule Poirot
4,“What makes you think there was salt in it?”,Hercule Poirot,Annie
4,"“Seeing it on the tray, sir.”",Annie,Hercule Poirot
4,“You saw some salt on the tray?”,Hercule Poirot,Annie
4,"“Yes. Coarse kitchen salt, it looked. I never noticed it when I took the tray up, but when I came to take it into the mistress’s room I saw it at once, and I suppose I ought to have taken it down again, and asked cook to make some fresh. But I was in a hurry, because Dorcas was out, and I thought maybe the cocoa itself was all right, and the salt had only gone on the tray. So I dusted it off with my apron, and took it in.”",Annie,Hercule Poirot
4,"“When you went into Mrs. Inglethorp’s room, was the door leading into Miss Cynthia’s room bolted?”",Hercule Poirot,Annie
4,"“Oh! Yes, sir; it always was. It had never been opened.”",Annie,Hercule Poirot
4,“And the door into Mr. Inglethorp’s room? Did you notice if that was bolted too?”,Hercule Poirot,Annie
4,"“I couldn’t rightly say, sir; it was shut but I couldn’t say whether it was bolted or not.”",Annie,Hercule Poirot
4,"“When you finally left the room, did Mrs. Inglethorp bolt the door after you?”",Hercule Poirot,Annie
4,"“No, sir, not then, but I expect she did later. She usually did lock it at night. The door into the passage, that is.”",Annie,Hercule Poirot
4,“Did you notice any candle grease on the floor when you did the room yesterday?”,Hercule Poirot,Annie
4,"“Candle grease? Oh, no, sir. Mrs. Inglethorp didn’t have a candle, only a reading-lamp.”",Annie,Hercule Poirot
4,"“Then, if there had been a large patch of candle grease on the floor, you think you would have been sure to have seen it?”",Hercule Poirot,Annie
4,"“Yes, sir, and I would have taken it out with a piece of blotting-paper and a hot iron.”",Annie,Hercule Poirot
4,“Did your mistress ever have a green dress?”,Hercule Poirot,Annie
4,"“No, sir.”",Annie,Hercule Poirot
4,"“Nor a mantle, nor a cape, nor a—how do you call it?—a sports coat?”",Hercule Poirot,Annie
4,"“Not green, sir.”",Annie,Hercule Poirot
4,“Nor anyone else in the house?”,Hercule Poirot,Annie
4,"“No, sir.”",Annie,Hercule Poirot
4,“You are sure of that?”,Hercule Poirot,Annie
4,“Quite sure.”,Annie,Hercule Poirot
4,“Bien! That is all I want to know. Thank you very much.”,Hercule Poirot,Annie
4,"“Poirot,”",Arthur Hastings,Hercule Poirot
4,“I congratulate you! This is a great discovery.”,Arthur Hastings,Hercule Poirot
4,“What is a great discovery?”,Hercule Poirot,Arthur Hastings
4,"“Why, that it was the cocoa and not the coffee that was poisoned. That explains everything! Of course it did not take effect until the early morning, since the cocoa was only drunk in the middle of the night.”",Arthur Hastings,Hercule Poirot
4,"“So you think that the cocoa—mark well what I say, Hastings, the cocoa—contained strychnine?”",Hercule Poirot,Arthur Hastings
4,"“Of course! That salt on the tray, what else could it have been?”",Arthur Hastings,Hercule Poirot
4,"“It might have been salt,”",Hercule Poirot,Arthur Hastings
4,"“You are not pleased with me, mon ami?”",Hercule Poirot,Arthur Hastings
4,"“My dear Poirot,”",Arthur Hastings,Hercule Poirot
4,"“it is not for me to dictate to you. You have a right to your own opinion, just as I have to mine.”",Arthur Hastings,Hercule Poirot
4,"“A most admirable sentiment,”",Hercule Poirot,Arthur Hastings
4,"“Now I have finished with this room. By the way, whose is the smaller desk in the corner?”",Hercule Poirot,Arthur Hastings
4,“Mr. Inglethorp’s.”,Arthur Hastings,Hercule Poirot
4,“Ah!”,Hercule Poirot,Arthur Hastings
4,“Locked. But perhaps one of Mrs. Inglethorp’s keys would open it.”,Hercule Poirot,Arthur Hastings
4,"“Voilà! It is not the key, but it will open it at a pinch.”",Hercule Poirot,Arthur Hastings
4,"“Decidedly, he is a man of method, this Mr. Inglethorp!”",Hercule Poirot,Arthur Hastings
4,"“There were no stamps in his desk, but there might have been, eh, mon ami? There might have been? Yes”",Hercule Poirot,Arthur Hastings
4,“this boudoir has nothing more to tell us. It did not yield much. Only this.”,Hercule Poirot,Arthur Hastings
5,“Where did you find this?”,Arthur Hastings,Hercule Poirot
5,“In the waste-paper basket. You recognise the handwriting?”,Hercule Poirot,Arthur Hastings
5,"“Yes, it is Mrs. Inglethorp’s. But what does it mean?”",Arthur Hastings,Hercule Poirot
5,“I cannot say—but it is suggestive.”,Hercule Poirot,Arthur Hastings
5,"“Come,”",Hercule Poirot,Arthur Hastings
5,“now to examine the coffee-cups!”,Hercule Poirot,Arthur Hastings
5,"“My dear Poirot! What on earth is the good of that, now that we know about the cocoa?”",Arthur Hastings,Hercule Poirot
5,"“Oh, là là! That miserable cocoa!”",Hercule Poirot,Arthur Hastings
5,"“And, anyway,”",Arthur Hastings,Hercule Poirot
5,"“as Mrs. Inglethorp took her coffee upstairs with her, I do not see what you expect to find, unless you consider it likely that we shall discover a packet of strychnine on the coffee tray!”",Arthur Hastings,Hercule Poirot
5,"“Come, come, my friend,”",Hercule Poirot,Arthur Hastings
5,"“Ne vous fâchez pas! Allow me to interest myself in my coffee-cups, and I will respect your cocoa. There! Is it a bargain?”",Hercule Poirot,Arthur Hastings
5,"“So Mrs. Cavendish stood by the tray—and poured out. Yes. Then she came across to the window where you sat with Mademoiselle Cynthia. Yes. Here are the three cups. And the cup on the mantelpiece, half drunk, that would be Mr. Lawrence Cavendish’s. And the one on the tray?”",Hercule Poirot,Arthur Hastings
5,“John Cavendish’s. I saw him put it down there.”,Arthur Hastings,Hercule Poirot
5,"“Good. One, two, three, four, five—but where, then, is the cup of Mr. Inglethorp?”",Hercule Poirot,Arthur Hastings
5,“He does not take coffee.”,Arthur Hastings,Hercule Poirot
5,"“Then all are accounted for. One moment, my friend.”",Hercule Poirot,Arthur Hastings
5,“Bien!”,Hercule Poirot,Arthur Hastings
5,"“It is evident! I had an idea—but clearly I was mistaken. Yes, altogether I was mistaken. Yet it is strange. But no matter!”",Hercule Poirot,Arthur Hastings
5,"“Breakfast is ready,”",John Cavendish,Hercule Poirot
5,"“You will breakfast with us, Monsieur Poirot?”",John Cavendish,Hercule Poirot
5,“May I ask how things are proceeding?”,John Cavendish,Hercule Poirot
5,“Do your investigations point to my mother having died a natural death—or—or must we prepare ourselves for the worst?”,John Cavendish,Hercule Poirot
5,"“I think, Mr. Cavendish,”",Hercule Poirot,John Cavendish
5,“that you would do well not to buoy yourself up with any false hopes. Can you tell me the views of the other members of the family?”,Hercule Poirot,John Cavendish
5,“My brother Lawrence is convinced that we are making a fuss over nothing. He says that everything points to its being a simple case of heart failure.”,John Cavendish,Hercule Poirot
5,"“He does, does he? That is very interesting—very interesting,”",Hercule Poirot,John Cavendish
5,“And Mrs. Cavendish?”,Hercule Poirot,John Cavendish
5,“I have not the least idea what my wife’s views on the subject are.”,John Cavendish,Hercule Poirot
5,"“I told you, didn’t I, that Mr. Inglethorp has returned?”",John Cavendish,Hercule Poirot
5,"“It’s an awkward position for all of us. Of course one has to treat him as usual—but, hang it all, one’s gorge does rise at sitting down to eat with a possible murderer!”",John Cavendish,Hercule Poirot
5,"“I quite understand. It is a very difficult situation for you, Mr. Cavendish. I would like to ask you one question. Mr. Inglethorp’s reason for not returning last night was, I believe, that he had forgotten the latch-key. Is not that so?”",Hercule Poirot,John Cavendish
5,“Yes.”,John Cavendish,Hercule Poirot
5,“I suppose you are quite sure that the latch-key was forgotten—that he did not take it after all?”,Hercule Poirot,John Cavendish
5,“I have no idea. I never thought of looking. We always keep it in the hall drawer. I’ll go and see if it’s there now.”,John Cavendish,Hercule Poirot
5,"“No, no, Mr. Cavendish, it is too late now. I am certain that you would find it. If Mr. Inglethorp did take it, he has had ample time to replace it by now.”",Hercule Poirot,John Cavendish
5,“But do you think——”,John Cavendish,Hercule Poirot
5,"“I think nothing. If anyone had chanced to look this morning before his return, and seen it there, it would have been a valuable point in his favour. That is all.”",Hercule Poirot,John Cavendish
5,"“Do not worry,”",Hercule Poirot,John Cavendish
5,"“I assure you that you need not let it trouble you. Since you are so kind, let us go and have some breakfast.”",Hercule Poirot,John Cavendish
5,"“Yes, I’ve got the most beastly headache.”",Cynthia Murdoch,Arthur Hastings
5,"“Have another cup of coffee, mademoiselle?”",Hercule Poirot,Cynthia Murdoch
5,“It will revive you. It is unparalleled for the mal de tête.”,Hercule Poirot,Cynthia Murdoch
5,"“No sugar,”",Cynthia Murdoch,Hercule Poirot
5,"“No sugar? You abandon it in the war-time, eh?”",Hercule Poirot,Cynthia Murdoch
5,"“No, I never take it in coffee.”",Cynthia Murdoch,Hercule Poirot
5,“Sacré!”,Hercule Poirot,Cynthia Murdoch
5,"“Mr. Wells to see you, sir,”",Dorcas,John Cavendish
5,“Show him into my study.”,John Cavendish,Dorcas
5,"“My mother’s lawyer,”",John Cavendish,Hercule Poirot
5,“He is also Coroner—you understand. Perhaps you would like to come with me?”,John Cavendish,Hercule Poirot
5,"“My mother’s lawyer,”",John Cavendish,Arthur Hastings
5,“He is also Coroner—you understand. Perhaps you would like to come with me?”,John Cavendish,Arthur Hastings
5,“There will be an inquest then?”,Arthur Hastings,Hercule Poirot
5,“What is it? You are not attending to what I say.”,Arthur Hastings,Hercule Poirot
5,"“It is true, my friend. I am much worried.”",Hercule Poirot,Arthur Hastings
5,“Why?”,Arthur Hastings,Hercule Poirot
5,“Because Mademoiselle Cynthia does not take sugar in her coffee.”,Hercule Poirot,Arthur Hastings
5,“What? You cannot be serious?”,Arthur Hastings,Hercule Poirot
5,"“But I am most serious. Ah, there is something there that I do not understand. My instinct was right.”",Hercule Poirot,Arthur Hastings
5,“What instinct?”,Arthur Hastings,Hercule Poirot
5,“The instinct that led me to insist on examining those coffee-cups. Chut! no more now!”,Hercule Poirot,Arthur Hastings
5,"“You will understand, Wells,”",John Cavendish,Mr. Wells
5,“that this is all strictly private. We are still hoping that there will turn out to be no need for investigation of any kind.”,John Cavendish,Mr. Wells
5,"“Quite so, quite so,”",Mr. Wells,John Cavendish
5,"“I wish we could have spared you the pain and publicity of an inquest, but of course it’s quite unavoidable in the absence of a doctor’s certificate.”",Mr. Wells,John Cavendish
5,"“Yes, I suppose so.”",John Cavendish,Mr. Wells
5,"“Clever man, Bauerstein. Great authority on toxicology, I believe.”",Mr. Wells,John Cavendish
5,"“Indeed,”",John Cavendish,Mr. Wells
5,"“Shall we have to appear as witnesses—all of us, I mean?”",John Cavendish,Mr. Wells
5,"“You, of course—and ah—er—Mr.—er—Inglethorp.”",Mr. Wells,John Cavendish
5,"“Any other evidence will be simply confirmatory, a mere matter of form.”",Mr. Wells,John Cavendish
5,“I see.”,John Cavendish,Mr. Wells
5,"“If you know of nothing to the contrary,”",Mr. Wells,John Cavendish
5,"“I had thought of Friday. That will give us plenty of time for the doctor’s report. The post-mortem is to take place to-night, I believe?”",Mr. Wells,John Cavendish
5,“Yes.”,John Cavendish,Mr. Wells
5,“Then that arrangement will suit you?”,Mr. Wells,John Cavendish
5,“Perfectly.”,John Cavendish,Mr. Wells
5,"“I need not tell you, my dear Cavendish, how distressed I am at this most tragic affair.”",Mr. Wells,John Cavendish
5,"“Can you give us no help in solving it, monsieur?”",Hercule Poirot,Mr. Wells
5,“I?”,Mr. Wells,Hercule Poirot
5,"“Yes, we heard that Mrs. Inglethorp wrote to you last night. You should have received the letter this morning.”",Hercule Poirot,Mr. Wells
5,"“I did, but it contains no information. It is merely a note asking me to call upon her this morning, as she wanted my advice on a matter of great importance.”",Mr. Wells,Hercule Poirot
5,“She gave you no hint as to what that matter might be?”,Hercule Poirot,Mr. Wells
5,"“Unfortunately, no.”",Mr. Wells,Hercule Poirot
5,"“That is a pity,”",John Cavendish,Mr. Wells
5,"“A great pity,”",Hercule Poirot,John Cavendish
5,"“Mr. Wells, there is one thing I should like to ask you—that is, if it is not against professional etiquette. In the event of Mrs. Inglethorp’s death, who would inherit her money?”",Hercule Poirot,Mr. Wells
5,"“The knowledge will be public property very soon, so if Mr. Cavendish does not object——”",Mr. Wells,Hercule Poirot
5,"“Not at all,”",John Cavendish,Mr. Wells
5,"“I do not see any reason why I should not answer your question. By her last will, dated August of last year, after various unimportant legacies to servants, etc., she gave her entire fortune to her stepson, Mr. John Cavendish.”",Mr. Wells,Hercule Poirot
5,"“Was not that—pardon the question, Mr. Cavendish—rather unfair to her other stepson, Mr. Lawrence Cavendish?”",Hercule Poirot,Mr. Wells
5,"“No, I do not think so. You see, under the terms of their father’s will, while John inherited the property, Lawrence, at his stepmother’s death, would come into a considerable sum of money. Mrs. Inglethorp left her money to her elder stepson, knowing that he would have to keep up Styles. It was, to my mind, a very fair and equitable distribution.”",Mr. Wells,Hercule Poirot
5,"“I see. But I am right in saying, am I not, that by your English law that will was automatically revoked when Mrs. Inglethorp remarried?”",Hercule Poirot,Mr. Wells
5,"“As I was about to proceed, Monsieur Poirot, that document is now null and void.”",Mr. Wells,Hercule Poirot
5,“Hein!”,Hercule Poirot,Mr. Wells
5,“Was Mrs. Inglethorp herself aware of that fact?”,Hercule Poirot,Mr. Wells
5,“I do not know. She may have been.”,Mr. Wells,Hercule Poirot
5,"“She was,”",John Cavendish,Hercule Poirot
5,“We were discussing the matter of wills being revoked by marriage only yesterday.”,John Cavendish,Hercule Poirot
5,"“Ah! One more question, Mr. Wells. You say ‘her last will.’ Had Mrs. Inglethorp, then, made several former wills?”",Hercule Poirot,Mr. Wells
5,"“On an average, she made a new will at least once a year,”",Mr. Wells,Hercule Poirot
5,"“She was given to changing her mind as to her testamentary dispositions, now benefiting one, now another member of her family.”",Mr. Wells,Hercule Poirot
5,"“Suppose,”",Hercule Poirot,Mr. Wells
5,"“that, unknown to you, she had made a new will in favour of someone who was not, in any sense of the word, a member of the family—we will say Miss Howard, for instance—would you be surprised?”",Hercule Poirot,Mr. Wells
5,“Not in the least.”,Mr. Wells,Hercule Poirot
5,“Ah!”,Hercule Poirot,Mr. Wells
5,“Do you think Mrs. Inglethorp made a will leaving all her money to Miss Howard?”,Arthur Hastings,Hercule Poirot
5,“No.”,Hercule Poirot,Arthur Hastings
5,“Then why did you ask?”,Arthur Hastings,Hercule Poirot
5,“Hush!”,Hercule Poirot,Arthur Hastings
5,"“Will you come with us, Monsieur Poirot? We are going through my mother’s papers. Mr. Inglethorp is quite willing to leave it entirely to Mr. Wells and myself.”",John Cavendish,Hercule Poirot
5,"“Which simplifies matters very much,”",Mr. Wells,John Cavendish
5,"“As technically, of course, he was entitled——”",Mr. Wells,John Cavendish
5,"“We will look through the desk in the boudoir first,”",John Cavendish,Hercule Poirot
5,"“and go up to her bedroom afterwards. She kept her most important papers in a purple despatch-case, which we must look through carefully.”",John Cavendish,Hercule Poirot
5,"“Yes,”",Mr. Wells,John Cavendish
5,“it is quite possible that there may be a later will than the one in my possession.”,Mr. Wells,John Cavendish
5,“There is a later will.”,Hercule Poirot,John Cavendish
5,“There is a later will.”,Hercule Poirot,Mr. Wells
5,“What?”,John Cavendish,Hercule Poirot
5,“What?”,Mr. Wells,Hercule Poirot
5,"“Or, rather,”",Hercule Poirot,John Cavendish
5,“there was one.”,Hercule Poirot,John Cavendish
5,"“Or, rather,”",Hercule Poirot,Mr. Wells
5,“there was one.”,Hercule Poirot,Mr. Wells
5,“What do you mean—there was one? Where is it now?”,Mr. Wells,Hercule Poirot
5,“Burnt!”,Hercule Poirot,Mr. Wells
5,“Burnt?”,Mr. Wells,Hercule Poirot
5,“Yes. See here.”,Hercule Poirot,Mr. Wells
5,“But possibly this is an old will?”,Mr. Wells,Hercule Poirot
5,“I do not think so. In fact I am almost certain that it was made no earlier than yesterday afternoon.”,Hercule Poirot,Mr. Wells
5,“What?”,John Cavendish,Hercule Poirot
5,“Impossible!”,Mr. Wells,Hercule Poirot
5,"“If you will allow me to send for your gardener, I will prove it to you.”",Hercule Poirot,John Cavendish
5,"“Oh, of course—but I don’t see——”",John Cavendish,Hercule Poirot
5,“Do as I ask you. Afterwards you shall question as much as you please.”,Hercule Poirot,John Cavendish
5,“Very well.”,John Cavendish,Hercule Poirot
5,"“Dorcas, will you tell Manning to come round and speak to me here.”",John Cavendish,Dorcas
5,"“Yes, sir.”",Dorcas,John Cavendish
5,"“Come inside, Manning,”",John Cavendish,Manning
5,“I want to speak to you.”,John Cavendish,Manning
5,"“Manning,”",John Cavendish,Manning
5,“this gentleman will put some questions to you which I want you to answer.”,John Cavendish,Manning
5,"“Yessir,”",Manning,John Cavendish
5,"“You were planting a bed of begonias round by the south side of the house yesterday afternoon, were you not, Manning?”",Hercule Poirot,Manning
5,"“Yes, sir, me and Willum.”",Manning,Hercule Poirot
5,"“And Mrs. Inglethorp came to the window and called you, did she not?”",Hercule Poirot,Manning
5,"“Yes, sir, she did.”",Manning,Hercule Poirot
5,“Tell me in your own words exactly what happened after that.”,Hercule Poirot,Manning
5,"“Well, sir, nothing much. She just told Willum to go on his bicycle down to the village, and bring back a form of will, or such-like—I don’t know what exactly—she wrote it down for him.”",Manning,Hercule Poirot
5,“Well?”,Hercule Poirot,Manning
5,"“Well, he did, sir.”",Manning,Hercule Poirot
5,“And what happened next?”,Hercule Poirot,Manning
5,"“We went on with the begonias, sir.”",Manning,Hercule Poirot
5,“Did not Mrs. Inglethorp call you again?”,Hercule Poirot,Manning
5,"“Yes, sir, both me and Willum, she called.”",Manning,Hercule Poirot
5,“And then?”,Hercule Poirot,Manning
5,"“She made us come right in, and sign our names at the bottom of a long paper—under where she’d signed.”",Manning,Hercule Poirot
5,“Did you see anything of what was written above her signature?”,Hercule Poirot,Manning
5,"“No, sir, there was a bit of blotting paper over that part.”",Manning,Hercule Poirot
5,“And you signed where she told you?”,Hercule Poirot,Manning
5,"“Yes, sir, first me and then Willum.”",Manning,Hercule Poirot
5,“What did she do with it afterwards?”,Hercule Poirot,Manning
5,"“Well, sir, she slipped it into a long envelope, and put it inside a sort of purple box that was standing on the desk.”",Manning,Hercule Poirot
5,“What time was it when she first called you?”,Hercule Poirot,Manning
5,"“About four, I should say, sir.”",Manning,Hercule Poirot
5,“Not earlier? Couldn’t it have been about half-past three?”,Hercule Poirot,Manning
5,"“No, I shouldn’t say so, sir. It would be more likely to be a bit after four—not before it.”",Manning,Hercule Poirot
5,"“Thank you, Manning, that will do,”",Hercule Poirot,Manning
5,“Good heavens!”,John Cavendish,Hercule Poirot
5,“What an extraordinary coincidence.”,John Cavendish,Hercule Poirot
5,“How—a coincidence?”,Hercule Poirot,John Cavendish
5,“That my mother should have made a will on the very day of her death!”,John Cavendish,Hercule Poirot
5,"“Are you so sure it is a coincidence, Cavendish?”",Mr. Wells,John Cavendish
5,“What do you mean?”,John Cavendish,Mr. Wells
5,"“Your mother, you tell me, had a violent quarrel with—someone yesterday afternoon——”",Mr. Wells,John Cavendish
5,“What do you mean?”,John Cavendish,Mr. Wells
5,"“In consequence of that quarrel, your mother very suddenly and hurriedly makes a new will. The contents of that will we shall never know. She told no one of its provisions. This morning, no doubt, she would have consulted me on the subject—but she had no chance. The will disappears, and she takes its secret with her to her grave. Cavendish, I much fear there is no coincidence there. Monsieur Poirot, I am sure you agree with me that the facts are very suggestive.”",Mr. Wells,John Cavendish
5,"“Suggestive, or not,”",John Cavendish,Hercule Poirot
5,"“we are most grateful to Monsieur Poirot for elucidating the matter. But for him, we should never have known of this will. I suppose, I may not ask you, monsieur, what first led you to suspect the fact?”",John Cavendish,Hercule Poirot
5,"“A scribbled over old envelope, and a freshly planted bed of begonias.”",Hercule Poirot,John Cavendish
5,“Evie!”,John Cavendish,Evelyn Howard
5,"“Excuse me, Wells.”",John Cavendish,Mr. Wells
5,"“Miss Howard,”",Arthur Hastings,Hercule Poirot
5,"“Ah, I am glad she has come. There is a woman with a head and a heart too, Hastings. Though the good God gave her no beauty!”",Hercule Poirot,Arthur Hastings
5,“Started the moment I got the wire. Just come off night duty. Hired car. Quickest way to get here.”,Evelyn Howard,Arthur Hastings
5,"“Have you had anything to eat this morning, Evie?”",John Cavendish,Evelyn Howard
5,“No.”,Evelyn Howard,John Cavendish
5,"“I thought not. Come along, breakfast’s not cleared away yet, and they’ll make you some fresh tea.”",John Cavendish,Evelyn Howard
5,"“Look after her, Hastings, will you? Wells is waiting for me. Oh, here’s Monsieur Poirot. He’s helping us, you know, Evie.”",John Cavendish,Arthur Hastings
5,“What do you mean—helping us?”,Evelyn Howard,John Cavendish
5,“Helping us to investigate.”,John Cavendish,Evelyn Howard
5,“Nothing to investigate. Have they taken him to prison yet?”,Evelyn Howard,John Cavendish
5,“Taken who to prison?”,John Cavendish,Evelyn Howard
5,"“Who? Alfred Inglethorp, of course!”",Evelyn Howard,John Cavendish
5,"“My dear Evie, do be careful. Lawrence is of the opinion that my mother died from heart seizure.”",John Cavendish,Evelyn Howard
5,"“More fool, Lawrence!”",Evelyn Howard,John Cavendish
5,“Of course Alfred Inglethorp murdered poor Emily—as I always told you he would.”,Evelyn Howard,John Cavendish
5,"“My dear Evie, don’t shout so. Whatever we may think or suspect, it is better to say as little as possible for the present. The inquest isn’t until Friday.”",John Cavendish,Evelyn Howard
5,“Not until fiddlesticks!”,Evelyn Howard,John Cavendish
5,"“You’re all off your heads. The man will be out of the country by then. If he’s any sense, he won’t stay here tamely and wait to be hanged.”",Evelyn Howard,John Cavendish
5,"“I know what it is,”",Evelyn Howard,John Cavendish
5,"“you’ve been listening to the doctors. Never should. What do they know? Nothing at all—or just enough to make them dangerous. I ought to know—my own father was a doctor. That little Wilkins is about the greatest fool that even I have ever seen. Heart seizure! Sort of thing he would say. Anyone with any sense could see at once that her husband had poisoned her. I always said he’d murder her in her bed, poor soul. Now he’s done it. And all you can do is to murmur silly things about ‘heart seizure’ and ‘inquest on Friday.’ You ought to be ashamed of yourself, John Cavendish.”",Evelyn Howard,John Cavendish
5,“What do you want me to do?”,John Cavendish,Evelyn Howard
5,"“Dash it all, Evie, I can’t haul him down to the local police station by the scruff of his neck.”",John Cavendish,Evelyn Howard
5,"“Well, you might do something. Find out how he did it. He’s a crafty beggar. Dare say he soaked fly papers. Ask cook if she’s missed any.”",Evelyn Howard,John Cavendish
5,"“Mademoiselle,”",Hercule Poirot,Evelyn Howard
5,“I want to ask you something.”,Hercule Poirot,Evelyn Howard
5,"“Ask away,”",Evelyn Howard,Hercule Poirot
5,“I want to be able to count upon your help.”,Hercule Poirot,Evelyn Howard
5,"“I’ll help you to hang Alfred with pleasure,”",Evelyn Howard,Hercule Poirot
5,"“Hanging’s too good for him. Ought to be drawn and quartered, like in good old times.”",Evelyn Howard,Hercule Poirot
5,"“We are at one then,”",Hercule Poirot,Evelyn Howard
5,"“for I, too, want to hang the criminal.”",Hercule Poirot,Evelyn Howard
5,“Alfred Inglethorp?”,Evelyn Howard,Hercule Poirot
5,"“Him, or another.”",Hercule Poirot,Evelyn Howard
5,“No question of another. Poor Emily was never murdered until he came along. I don’t say she wasn’t surrounded by sharks—she was. But it was only her purse they were after. Her life was safe enough. But along comes Mr. Alfred Inglethorp—and within two months—hey presto!”,Evelyn Howard,Hercule Poirot
5,"“Believe me, Miss Howard,”",Hercule Poirot,Evelyn Howard
5,"“if Mr. Inglethorp is the man, he shall not escape me. On my honour, I will hang him as high as Haman!”",Hercule Poirot,Evelyn Howard
5,"“That’s better,”",Evelyn Howard,Hercule Poirot
5,"“But I must ask you to trust me. Now your help may be very valuable to me. I will tell you why. Because, in all this house of mourning, yours are the only eyes that have wept.”",Hercule Poirot,Evelyn Howard
5,"“If you mean that I was fond of her—yes, I was. You know, Emily was a selfish old woman in her way. She was very generous, but she always wanted a return. She never let people forget what she had done for them—and, that way she missed love. Don’t think she ever realized it, though, or felt the lack of it. Hope not, anyway. I was on a different footing. I took my stand from the first. ‘So many pounds a year I’m worth to you. Well and good. But not a penny piece besides—not a pair of gloves, nor a theatre ticket.’ She didn’t understand—was very offended sometimes. Said I was foolishly proud. It wasn’t that—but I couldn’t explain. Anyway, I kept my self-respect. And so, out of the whole bunch, I was the only one who could allow myself to be fond of her. I watched over her. I guarded her from the lot of them, and then a glib-tongued scoundrel comes along, and pooh! all my years of devotion go for nothing.”",Evelyn Howard,Hercule Poirot
5,"“I understand, mademoiselle, I understand all you feel. It is most natural. You think that we are lukewarm—that we lack fire and energy—but trust me, it is not so.”",Hercule Poirot,Evelyn Howard
5,"“Look here, what’s going to happen when these two meet?”",John Cavendish,Arthur Hastings
5,“I’ve told Mary to keep them apart if she can.”,John Cavendish,Arthur Hastings
5,“Will she be able to do so?”,Arthur Hastings,John Cavendish
5,"“The Lord only knows. There’s one thing, Inglethorp himself won’t be too keen on meeting her.”",John Cavendish,Arthur Hastings
5,"“You’ve got the keys still, haven’t you, Poirot?”",Arthur Hastings,Hercule Poirot
5,"“My mother kept most of her important papers in this despatch-case, I believe,”",John Cavendish,Mr. Wells
5,"“My mother kept most of her important papers in this despatch-case, I believe,”",John Cavendish,Arthur Hastings
5,"“My mother kept most of her important papers in this despatch-case, I believe,”",John Cavendish,Hercule Poirot
5,"“Permit me. I locked it, out of precaution, this morning.”",Hercule Poirot,John Cavendish
5,“But it’s not locked now.”,John Cavendish,Hercule Poirot
5,“Impossible!”,Hercule Poirot,John Cavendish
5,“See.”,John Cavendish,Hercule Poirot
5,“Milles tonnerres!”,Hercule Poirot,John Cavendish
5,“And I—who have both the keys in my pocket!”,Hercule Poirot,John Cavendish
5,“Eh voilà une affaire! This lock has been forced.”,Hercule Poirot,John Cavendish
5,“What?”,John Cavendish,Hercule Poirot
5,“But who forced it? Why should they? When? But the door was locked?”,Arthur Hastings,Hercule Poirot
5,“But who forced it? Why should they? When? But the door was locked?”,John Cavendish,Hercule Poirot
5,“But who forced it? Why should they? When? But the door was locked?”,Mr. Wells,Hercule Poirot
5,"“Who? That is the question. Why? Ah, if I only knew. When? Since I was here an hour ago. As to the door being locked, it is a very ordinary lock. Probably any other of the doorkeys in this passage would fit it.”",Hercule Poirot,Arthur Hastings
5,"“See here, it was like this,”",Hercule Poirot,Arthur Hastings
5,"“There was something in that case—some piece of evidence, slight in itself perhaps, but still enough of a clue to connect the murderer with the crime. It was vital to him that it should be destroyed before it was discovered and its significance appreciated. Therefore, he took the risk, the great risk, of coming in here. Finding the case locked, he was obliged to force it, thus betraying his presence. For him to take that risk, it must have been something of great importance.”",Hercule Poirot,Arthur Hastings
5,"“See here, it was like this,”",Hercule Poirot,Mr. Wells
