chapter,dialogue,speaker,receiver
5,Who speaks for Nodren yet not with the voice of Nodren?,Ashe,Lal
5,"This is Assha who asks. We have drunk blood together and faced the white wolf and the wild boar in their fury. Nodren lets not others speak for him, for Nodren is a man and a chief!",Ashe,Lal
5,And you are cursed!,Lal,Ashe
5,Go and take your evil with you!,Lal,Ashe
5,"Is it from the hand of Nodren or Nodren's young men that doom came upon those of my blood? Have war arrows passed between the place of the traders and the town of Nodren? Is that why you hide in the shadows so that I, Assha, cannot look upon the face of one who speaks boldly and throws stones?",Ashe,Lal
5,"No war arrows between us, trader. We do not provoke the spirits of the hills. No fire comes from the sky at night to eat us up with a noise of many thunders. Lurgha speaks in such thunders; Lurgha's hand smites with such fire. You have the Wrath of Lurgha upon you, trader! Keep away from us lest Lurgha's wrath fall upon us also.",Lal,Ashe
5,"If the Wrath of Lurgha had struck at Assha, would Assha still live to walk upon this road?",Ashe,Lal
5,"Yet Assha walks, as you see him; Assha talks, as you hear him. It is ridiculous to answer him with the nonsense of little children——",Ashe,Lal
5,"Spirits so walk and talk to unlucky men,",Lal,Ashe
5,It may be the spirit of Assha who does so now—,Lal,Ashe
5,"Ho, so it is Lal of the Quick Tongue who speaks so loudly of spirits and the Wrath of Lurgha!",Ashe,Lal
5,"Now, Lal, since you speak for Nodren—which I believe will greatly surprise him—you will continue to tell me of this Wrath of Lurgha from the night skies and what has happened to Sanfra, who was my brother, and those others of my kin. I am Assha, and you know of the wrath of Assha and how it ate up Twist-tooth, the outlaw, when he came in with his evil men. The Wrath of Lurgha is hot, but so too is the wrath of Assha.",Ashe,Lal
5,"Assha knows that I am as his dog. Let him not turn upon me his swift-cutting big knife, nor the arrows from his lightning bow. It was the Wrath of Lurgha which smote the place on the hill, first the thunder of his fist meeting the earth, and then the fire which he breathed upon those whom he would slay——",Lal,Ashe
5,"And this you saw with your own eyes, Lal?",Ashe,Lal
5,Assha knows that Lal is no chief who can stand and look upon the wonders of Lurgha's might and keep his eyes in his head. Nodren himself saw this wonder——,Lal,Ashe
5,"And if Lurgha came in the night, when all men keep to their homes and leave the outer world to the restless spirits, how did Nodren see his coming?",Ashe,Lal
5,"I am not a chief, Assha. How could I know in what way or for what reason Nodren saw the coming of Lurgha——?",Lal,Ashe
5,Fool!,Cassca,Lal
5,"Speak to Assha with a straight tongue. If he is a spirit, he will know that you do not tell him the truth. And if he has been spared by Lurgha....",Cassca,Lal
5,"It is said that there came a message for one to witness the Wrath of Lurgha in its descent upon the outlanders so that Nodren and the men of Nodren would truly know that the traders were cursed, and should be put to the spear should they come here again——",Lal,Ashe
5,"This message—how was it brought? Did the voice of Lurgha sound in Nodren's ear alone, or came it by the tongue of some man?",Ashe,Lal
5,Ahee!,Lal,Ashe
5,Lal is a fool and fears his own shadow as it skips before him on a sunny day!,Cassca,Ashe
5,Lal is a fool and fears his own shadow as it skips before him on a sunny day!,Cassca,Lal
5,"I greet Cassca, who is the First Sower.",Ashe,Cassca
5,But why should Cassca hide from Assha?,Ashe,Cassca
5,"There has been death on your hill, Assha—",Cassca,Ashe
5,you smell of it now—Lurgha's death. Those who come from that hill may well be some who no longer walk in their bodies.,Cassca,Ashe
5,"No spirit are you, Assha, for all know that a spirit is solid to the eye, but not to the touch. So it would seem that you were not burned up by Lurgha, after all.",Cassca,Ashe
5,This matter of a message from Lurgha—,Ashe,Cassca
5,"It came out of the empty air in the hearing not only of Nodren, but also of Hangor, Effar, and myself, Cassca. For we stood at that time near the Old Place....",Cassca,Ashe
5,"It will soon be the time of sowing, and though Lurgha brings sun and rain to feed the grain, yet it is in the Great Mother that the seed lies. Upon her business only women may go into the Inner Circle.",Cassca,Ashe
5,"But as we met to make the first sacrifice there came music out of the air such as we have never heard, voices singing like birds in a strange tongue.",Cassca,Ashe
5,"Afterward a voice said that Lurgha was angered with the hill of the men-from-afar and that in the night he would send his Wrath against them, and that Nodren must witness this thing so that he could see what Lurgha did to those he would punish. So it was done by Nodren. And there was a sound in the air——",Cassca,Ashe
5,What kind of a sound?,Ashe,Cassca
5,"Nodren said it was a hum and there was the dark shadow of Lurgha's bird between him and the stars. Then came the smiting of the hill with thunder and lightning, and Nodren fled, for the Wrath of Lurgha is a fearsome thing. Now do the people come to the Great Mother's Place with many fine offerings that she may stand between them and that Wrath.",Cassca,Ashe
5,"Assha thanks Cassca, who is the handmaiden of the Great Mother. May the sowing prosper and the reaping be good this year!",Ashe,Cassca
5,"You go from this place, Assha?",Cassca,Ashe
5,"For though I stand under the protecting hand of the Mother and so do not fear, yet there are others who will raise their spears against you for the honor of Lurgha.",Cassca,Ashe
5,"We go, and again thanks be to you, Cassca.",Ashe,Cassca
6,That bird of Lurgha's—,Ross Murdock,Ashe
6,could it have been a plane?,Ross Murdock,Ashe
6,"Sounds like it,",Ashe,Ross Murdock
6,"If the Reds have done their work efficiently, and there's no reason to suppose otherwise, then there is no use in contacting either Dorhta's town or Munga's. The same announcement concerning the Wrath of Lurgha was probably made there—to their good purpose, not ours.",Ashe,Ross Murdock
6,"Cassca didn't seem to be overly impressed with Lurgha's curse, not as much as the man was.",Ross Murdock,Ashe
6,"She is the closest thing to a priestess that this tribe knows, and she serves a goddess older and more powerful than Lurgha—the Mother Earth, the Great Mother, goddess of fertility and growth. Nodren's people believe that unless Cassca performs her mysteries and sows part of the first field in the spring there won't be any harvest. Consequently, she is secure in her office and doesn't fear the Wrath of Lurgha too much. These people are now changing from one type of worship to another, but some of Cassca's beliefs will persist clear down to our day, taking on the coating of 'magic' and a lot of other enameling along the way.",Ashe,Ross Murdock
6,We have to stick it out somewhere until the sub comes to pick us up. We'll need shelter.,Ashe,Ross Murdock
6,Will the tribesmen be after us?,Ross Murdock,Ashe
6,"They may well be. Let the right men get to talking up a holy extermination of those upon whom the Wrath of Lurgha has fallen and we could be in for plenty of trouble. Some of those men are trained hunters and trackers, and the Reds may have planted an agent to report the return of anyone to our post. Just now we're about the most important time travelers out, for we know the Reds have appeared on this line. They must have a large post here, too, or they couldn't have sent a plane on that raid. You can't build a time transport large enough to take through a considerable amount of material. Everything used by us in this age has to be assembled on this side, and the use of all machines is limited to where they can not be seen by any natives. Luckily large sections of this world are mostly wilderness and unpopulated in the areas where we operate the base posts. So if the Reds have a plane, it was put together here, and that means a big post somewhere.",Ashe,Ross Murdock
6,Sandy and I scouted this territory pretty well last spring. There is a cave about half a mile to the west; it will shelter us for tonight.,Ashe,Ross Murdock
6,"These sometimes hunt in pairs at this season,",Ashe,Ross Murdock
6,Be ready with your bow—,Ashe,Ross Murdock
6,A bad one?,Ross Murdock,Ashe
6,See if the cave is clear. We can't do anything until we know that.,Ashe,Ross Murdock
6,No male?,Ashe,Ross Murdock
6,"This is a female, and she was close to whelping—",Ashe,Ross Murdock
6,Nothing in the cave anyway. Let's see about this....,Ross Murdock,Ashe
6,Second plate—belt—,Ashe,Ross Murdock
6,"Let us hope that works,",Ross Murdock,Ashe
6,Now come here where I can get my hands on you and let me see your scratch. Animal bites can be a nasty business.,Ross Murdock,Ashe
6,"We are about five miles from the sea here. There is no way of raising our base now that Sandy's installation is gone. I'll have to lay up, since I can't risk any more loss of blood. And you're not too good in the woods—",Ashe,Ross Murdock
6,We'll have to hunt—,Ross Murdock,Ashe
6,"Deer,",Ashe,Ross Murdock
6,"But the marsh at the mouth of this stream provides a better hunting ground than inland. If the wolf laired here very long, she has already frightened away any large game. It isn't the matter of food which bothers me——",Ashe,Ross Murdock
6,"It is being tied up here,",Ross Murdock,Ashe
6,"But look here, I'll take orders. This is your territory, and I'm green at the game. You tell me what to do, and I'll do it the best that I can.",Ross Murdock,Ashe
6,"The first thing to do is get the wolf's hide,",Ashe,Ross Murdock
6,"Then bury the carcass. You'd better drag it up here to work on it. If her mate is hanging around, he might try to jump you.",Ashe,Ross Murdock
6,"Get back,",Ross Murdock,Ashe
6,This is my job. I didn't mean to fail.,Ross Murdock,Ashe
6,"I am a believer in the fire and the fashioned metal, the climbing sun, and the moving water.",Ross Murdock,McNeil
6,"The fire warms by the grace of Tulden, the metal is fashioned by the mystery of the smith, the sun climbs without our aid, and who can stop the water from running?",McNeil,Ross Murdock
6,I am of the kin of Assha. We returned to the hill——,Ross Murdock,McNeil
6,Ashe!,McNeil,Ross Murdock
6,"You are from the hill place, where Lurgha smote with thunder and fire?",Ross Murdock,McNeil
6,Sanford?,Ross Murdock,McNeil
6,"McNeil,",McNeil,Ross Murdock
6,Where is Ashe?,McNeil,Ross Murdock
6,What happened?,Ross Murdock,McNeil
6,"Bomb. The Reds must have spotted us, and we didn't have a chance. We weren't expecting any trouble. I'd been down to see about a missing burden donkey and was about halfway back up the hill when she hit. When I came to I was all the way down the hill with part of the fort on top of me. The rest.... Well, you saw the place, didn't you?",McNeil,Ross Murdock
6,What are you doing here?,Ross Murdock,McNeil
6,"I tried to talk to Nodren, but they stoned me away. I knew that Ashe was coming through and hoped to reach him when he hit the beach, but I was too late. Then I figured he would pass here to make contact with the sub, so I was waiting it out until I saw you. Where is Ashe?",McNeil,Ross Murdock
6,"Stay here,",Ross Murdock,McNeil
6,I'll be back——,Ross Murdock,McNeil
6,"But—wait! Where's Ashe, you young fool? We have to get together.",McNeil,Ross Murdock
6,"McNeil—chap with brown hair, brown eyes, a right eyebrow which quirks up toward his hairline when he smiles?",McNeil,Ross Murdock
6,"Brown hair and eyes, okay—and he didn't smile any.",Ross Murdock,Ashe
6,Chip broken off a front tooth—upper right?,Ashe,Ross Murdock
6,That's McNeil. Not that you didn't do right not to bring him here without being sure. What made you so watchful? Kurt?,Ashe,Ross Murdock
6,And what you said about the Reds' planting someone here to wait for us.,Ross Murdock,Ashe
6,"Never underrate them—we don't dare do that. But the man you met is McNeil, and we'd better get him here. Can you bring him?",Ashe,Ross Murdock
6,"I think he's able to get about, in spite of that leg. From his story he's been stirring around.",Ross Murdock,Ashe
6,Odd that Cassca didn't tell us about him. Unless she thought there was no use causing trouble by admitting they had driven him away. You going now?,Ashe,Ross Murdock
6,Might as well. He didn't look too comfortable. And I'll bet he's hungry.,Ross Murdock,Ashe
6,Lal of the town of Nodren.,Ross Murdock,Lal
6,"What do you hunt here, Lal?",Ross Murdock,Lal
6,Traders!,Lal,Ross Murdock
7,What is this all about?,Ross Murdock,McNeil
7,Our friend seeks to be an obedient servant of Lurgha.,McNeil,Ross Murdock
7,The tribe is out to hunt us?,Ross Murdock,McNeil
7,Lurgha has ordered—out of thin air again—that any traders who escaped are to be brought in and introduced to him personally at the sacrifice for the enrichment of the fields!,McNeil,Ross Murdock
7,"We have to move fast,",Ross Murdock,McNeil
7,Macna!,Ashe,McNeil
7,"And Lal. But what do you here, Lal of Nodren's town?",Ashe,Lal
7,Mischief.,Ross Murdock,Ashe
7,He was hunting traders as a present for Lurgha.,Ross Murdock,Ashe
7,So—,Ashe,Lal
7,"and by whose word did you go hunting my kinsman, Lal? Was it Nodren's? Has he forgotten the blood bond between us? For it was in the name of Lurgha himself that that bond was made——",Ashe,Lal
7,Aaaah—,Lal,Ross Murdock
7,Aaaah—,Lal,Ross Murdock
7,Be quiet!,Ashe,Lal
7,"Have you yet felt the bite of my sharp knife? Has an arrow holed your skin? You are alive, and you could be dead. Show that you are glad you live and continue to breathe by telling us what you know, Lal.",Ashe,Lal
7,"Yet,",Ashe,Lal
7,"have you not served the Great Mother all these years, giving to her a portion of the first fruits even when the yield of your one field was small?",Ashe,Lal
7,"Has she not dealt with you well in return, Lal? You are a poor man, that is true. But you are not gaunt of belly, even though this is the thin season when men fast before the coming of the new harvest. The Great Mother watches over her own. And it is she who has brought you to us now. For this I say to you, Lal, and I, Assha of the traders, speak with a straight tongue. The Lurgha who struck our post, who spoke to you from the air, means you no good——",Ashe,Lal
7,Aaaah!,Lal,Ashe
7,"So do I know, Assha. He is of the blackness and the wandering spirits of the dark!",Lal,Ashe
7,"Just so. Thus he is no kin to the mother, for she is of the light and of good things, of the new grain, and the newborn lambs for your flocks, of the maids who wed with men and bring forth sons to lift their fathers' spears, daughters to spin by the hearth and sow the yellow grain in the furrows. Lurgha's quarrel lies with us, Lal, not with Nodren nor with you. And we take upon us that quarrel.",Ashe,Lal
7,"Hear me, Lurgha,",Ashe,
7,"I am Assha of the traders, and upon myself I take your hate. Not upon Lal, nor upon Nodren, nor upon the people who live in Nodren's town, shall your wrath lie. Thus do I say it!",Ashe,
7,"You have seen how Lurgha answered me, Lal. Toward me only will his wrath be turned. Now—",Ashe,Lal
7,"this you will give to Cassca that she may make a curtain for the Mother's home. See, it is white and so rare that the Mother will be pleased with such a fine gift. And you will tell her all that has chanced and how you believe in her powers over the powers of Lurgha, and the Mother will be well pleased with you. But you shall say nothing to the men of the village, for this quarrel is between Lurgha and Assha now and not for the meddling of others.",Ashe,Lal
7,"This is a fine thing you give me, Assha, and the Mother will be pleased, for in many years she has not had such a curtain for her secret place. Also, I am but a little man; the quarrels of great ones are not for me. Since Lurgha has accepted your words this is none of my affair. Yet I will not go back to the village for a while—with your permission, Assha. For I am a man of loose and wagging tongue and oftentimes I speak what I do not really wish to say. So if I am asked questions, I answer. If I am not there to be asked such questions, I cannot answer.",Lal,Ashe
7,"Well enough, Lal. Perhaps you are a wiser man than you think. But also I do not believe you should stay here.",Ashe,Lal
7,"That do I say, too, Assha. You are now facing the Wrath of Lurgha, and with that I wish no part. Thus I shall go into the marsh for a while. There are birds and hares to hunt, and I shall work upon this fine skin so that when I take it to the Mother it shall indeed be a gift worth her smiles. Now, Assha, I would go before the night comes if it pleases you.",Lal,Ashe
7,"Go with good fortune, Lal.",Ashe,Lal
7,What if they pick him up?,McNeil,Ashe
7,"I don't think they can,",Ashe,McNeil
7,"And what would you do—keep him here? If we tried that, he'd scheme to escape and try to turn the tables on us. Now he'll keep away from Nodren's village and out of sight for the time being. Lal's not too bright in some ways, but he's a good hunter. If he has reason for hiding out, it'll take a better hunter to track him. At least we know now that the Reds are afraid they did not make a clean sweep here. What happened, McNeil?",Ashe,McNeil
7,How did they spot the post?,Ashe,McNeil
7,Only way I can guess is that they picked up our post signal and pinpointed the source. That means they must have been hunting us for some time.,McNeil,Ashe
7,No strangers about lately?,Ashe,McNeil
7,"Our cover wasn't broken that way. Sanford was a wonder. If I hadn't known better, I would have sworn he was born one of the Beaker folk. He had a network of informants running all the way from here into Brittany. Amazing how he was able to work without arousing any suspicions. I suppose his being a member of the smiths' guild was a big help. He could pick up a lot of news from any village where there was one at work. And I tell you,",McNeil,Ashe
7,"there wasn't a whisper of trouble from here clear across the channel and pretty far to the north. We were already sure the south was clean before we ever took cover as Beakers, especially since their clans are thick in Spain.",McNeil,Ashe
7,Their permanent base with the transport has to be somewhere within the bounds of the territory they hold in our own time.,Ashe,McNeil
7,"They could plant it in Siberia and laugh at us,",McNeil,Ashe
7,No hope of our getting in there——,McNeil,Ashe
7,No.,Ashe,McNeil
7,"Then they would be faced with the old problem of distance. If what they are exploiting lay within their modern boundaries, we would never have tumbled to the thing in the first place. What the Reds want must lie outside their twentieth century holdings, a slender point in our favor. Therefore they will plant their shift point as close to it as they can. Our transportation problem is more difficult than theirs will ever be.",Ashe,McNeil
7,"You know why we chose the arctic for our base; it lies in a section of the world never populated by other than roving hunters. But I'll wager anything you want to name that their point is somewhere in Europe where they have people to contend with. If they are using a plane, they can't risk its being seen——",Ashe,McNeil
7,"I don't see why not,",Ross Murdock,Ashe
7,These people couldn't possibly know what it was—Lurgha's bird—magic—,Ross Murdock,Ashe
7,"They must have the interference-with-history worry as much as we have. Anything of our own time has to be hidden or disguised in such a way that the native who may stumble upon it will never know it is man-made. Our sub is a whale to all appearances. Possibly their plane is a bird, but neither can bear too close an examination. We don't know what could result from a leak of real knowledge in this or any primitive time ... how it might change history——",Ashe,Ross Murdock
7,"But,",Ross Murdock,Ashe
7,suppose I handed Lal a gun and taught him to use it. He couldn't duplicate the weapon—the technology required lies so far beyond this age. These people couldn't reproduce such a thing.,Ross Murdock,Ashe
7,"True enough. On the other hand, don't belittle the ingenuity of the smiths or the native intelligence of men in any era. These tribesmen might not be able to reproduce your gun, but it would set them thinking along new lines. We might find that they would think our time right out of being. No, we dare not play tricks with the past. This is the same situation we faced immediately after the discovery of the atom bomb. Everybody raced to produce that new weapon and then sat around and shivered for fear we'd be crazy enough to use it on each other.",Ashe,Ross Murdock
7,"The Reds have made new discoveries which we have to match, or we will go under. But back in time we have to be careful, both of us, or perhaps destroy the world we do live in.",Ashe,Ross Murdock
7,What do we do now?,McNeil,Ashe
7,Murdock and I came here only for a trial run. It's his test. The sub is to call for us about nine days from now.,Ashe,McNeil
7,So if we sit tight—if we can sit tight—,McNeil,Ashe
7,they will take us out. Meanwhile we have nine days.,McNeil,Ashe
7,"Hands and feet of the Mother, she who sows what may be reaped——",Ashe,Cassca
7,"Outland stranger who is under the Wrath of Lurgha,",Cassca,Ashe
7,"What do you want, outlander, that you dare to come here where no man may enter?",Cassca,Ashe
7,That which you know. For on the night when Lurgha came you also saw——,Ashe,Cassca
7,"How knew you that, outlander?",Cassca,Ashe
7,"Because you serve the Mother and you are jealous for her and her service. If Lurgha is a mighty god, you wanted to see his acts with your own eyes.",Ashe,Cassca
7,"And you know of my shame then, Assha. For Lurgha came—on a bird he came, and he did even as he said he would. So now the village will make offerings to Lurgha and beg his favor, and the Mother will no more have those to harken to her words and offer her the first fruits——",Cassca,Ashe
7,"But from whence came this bird which was Lurgha, can you tell me that, she who waits upon the Mother?",Ashe,Cassca
7,What difference does it make from what direction Lurgha came? That does not add nor take from his power.,Cassca,Ashe
7,"Or does it in some strange way, Assha?",Cassca,Ashe
7,Perhaps it does. Only tell me.,Ashe,Cassca
7,"From that way he came, Assha. Well did I watch, knowing that I was the Mother's and that even Lurgha's thunderbolts could not eat me up. Does knowing that make Lurgha smaller in your eyes, Assha? When he has eaten up all that is yours and your kin with it?",Cassca,Ashe
7,"Perhaps,",Ashe,Cassca
7,I do not think Lurgha will come so again.,Ashe,Cassca
7,"That shall be as it shall be, Assha. Now go, for it is not good that any man come hither.",Cassca,Ashe
7,Northeast—,McNeil,Ross Murdock
7,the Baltic lies in that quarter.,McNeil,Ross Murdock
7,Northeast—,McNeil,Ashe
7,the Baltic lies in that quarter.,McNeil,Ashe
8,... and that is about all.,Ashe,Nelson Millaird
8,"So we have the first whiff of a trail,",Nelson Millaird,Dr. Webb
8,"So we have the first whiff of a trail,",Nelson Millaird,Major John Kelgarries
8,"So we have the first whiff of a trail,",Nelson Millaird,Ashe
8,A pretty strong lead!,Major John Kelgarries,Nelson Millaird
8,The Reds wouldn't have moved against Gog if they did not consider it a menace to them. Their big base must be in this time sector!,Major John Kelgarries,Nelson Millaird
8,"A big base,",Nelson Millaird,Major John Kelgarries
8,"The one we are after, no. And right now they may be switching times. Do you think they will sit here and wait for us to show up in force?",Nelson Millaird,Major John Kelgarries
8,And just how long would it take them to dismantle a big base?,Major John Kelgarries,Nelson Millaird
8,At least a month. If we shoot a team in there in a hurry—,Major John Kelgarries,Nelson Millaird
8,"Just where do we send that team, Kelgarries? Northeast of a coastal point in Britain is a rather vague direction, to say the least. Not,",Nelson Millaird,Major John Kelgarries
8,"that you didn't do all you could, Ashe. And you, McNeil, nothing to add?",Nelson Millaird,McNeil
8,"that you didn't do all you could, Ashe. And you, McNeil, nothing to add?",Nelson Millaird,Ashe
8,"No, sir. They jumped us out of the blue when Sandy thought he had every possible line tapped, every safeguard working. I don't know how they caught on to us, unless they located our beam to this post. If so, they must have been deliberately hunting us for some time, because we only used the beam as scheduled——",Ashe,Nelson Millaird
8,"The Reds have patience and brains and probably some more of their surprise gadgets to help them. We have the patience and the brains, but not the gadgets. And time is against us. Get anything out of this, Webb?",Nelson Millaird,Dr. Webb
8,"Just another point to add to our surmises. I would say that they are located somewhere near the Baltic Sea. There are old trade routes there, and in our own time it is a territory closed to us. We never did know too much about that section of Europe. Their installation may be close to the Finnish border. They could disguise their modern station under half a dozen covers; that is strange country.",Dr. Webb,Nelson Millaird
8,Won't hurt to stir up some of the present-day agents of the M.I. and the rest. They might just come up with a useful hint. So you'd say the Baltic. But that is a big slice of country.,Nelson Millaird,Dr. Webb
8,"We have one advantage—the old trade routes. In the Beaker period they are pretty well marked. The major one into that section was established for the amber trade. The country is forested, but not so heavily as it was in an earlier period. The native tribes are mostly roving hunters, and fishermen along the coast. But they have had contact with traders.",Dr. Webb,Nelson Millaird
8,The Reds may run into trouble themselves there at this time——,Dr. Webb,Nelson Millaird
8,How?,Major John Kelgarries,Dr. Webb
8,"Invasion of the ax people. If they have not yet arrived, they are due very soon. They formed one of the big waves of migratory people, who flooded the country, settled there. Eventually they became the Norse or Celtic stock. We don't know whether they stamped out the native tribes they found there or assimilated them.",Dr. Webb,Major John Kelgarries
8,"That might be a nice point to have settled more definitely,",McNeil,Dr. Webb
8,It could mean the difference between getting your skull split and continuing to breathe.,McNeil,Dr. Webb
8,"I don't think they would tangle with the traders. Evidence found today suggests that the Beaker folk simply went on about their business in spite of a change in customers,",Dr. Webb,McNeil
8,Unless they were pushed into violence.,Ashe,Dr. Webb
8,Don't forget Lurgha's Wrath. From now on our enemies might take a very dim view of any Beaker trade posts near their property.,Ashe,Ross Murdock
8,"A wholesale attack on Beaker establishments would constitute a shift in history. The Reds won't dare that, not just on general suspicion. Remember, they are not any more eager to tinker with history than we are. No, they will watch for us. We will have to stop communication by radio——",Dr. Webb,Ashe
8,We can't!,Nelson Millaird,Dr. Webb
8,"We can cut it down, but I won't send the boys out without some means of quick communication. You lab boys put your brains to work and see what you can turn out in the way of talk boxes that they can't snoop. Time!",Nelson Millaird,Ashe
8,It all comes back to a question of time.,Nelson Millaird,Ashe
8,"We can cut it down, but I won't send the boys out without some means of quick communication. You lab boys put your brains to work and see what you can turn out in the way of talk boxes that they can't snoop. Time!",Nelson Millaird,McNeil
8,It all comes back to a question of time.,Nelson Millaird,McNeil
8,"We can cut it down, but I won't send the boys out without some means of quick communication. You lab boys put your brains to work and see what you can turn out in the way of talk boxes that they can't snoop. Time!",Nelson Millaird,Ross Murdock
8,It all comes back to a question of time.,Nelson Millaird,Ross Murdock
8,"We can cut it down, but I won't send the boys out without some means of quick communication. You lab boys put your brains to work and see what you can turn out in the way of talk boxes that they can't snoop. Time!",Nelson Millaird,Dr. Webb
8,It all comes back to a question of time.,Nelson Millaird,Dr. Webb
8,"Which we do not have,",Ashe,Nelson Millaird
8,"If the Reds are afraid they have been spotted, they must be dismantling their post right now, working around the clock. We'll never again have such a good chance to nail them. We must move now.",Ashe,Nelson Millaird
8,"Doc,",Nelson Millaird,Dr. Webb
8,what is your report?,Nelson Millaird,Dr. Webb
8,"Ashe must be under treatment for at least five days. McNeil's burns aren't too bad, and Murdock's slash is almost healed.",Dr. Webb,Nelson Millaird
8,Five days—,Nelson Millaird,Dr. Webb
8,Personnel. We're tied down without any useful personnel. Who in processing could be switched without tangling them up entirely?,Nelson Millaird,Major John Kelgarries
8,No one. I can recall Jansen and Van Wyke. These ax people might be a good cover for them.,Major John Kelgarries,Nelson Millaird
8,"No, we have no proper briefing and can't get it until the tribe does appear on the map. I won't send any men in cold. Their blunders would not only endanger them but might menace the whole project.",Major John Kelgarries,Nelson Millaird
8,"So that leaves us with you three,",Nelson Millaird,Ashe
8,We'll recall what men we can and brief them again as fast as possible. But you know how long that will take. In the meantime——,Nelson Millaird,Ashe
8,"So that leaves us with you three,",Nelson Millaird,McNeil
8,We'll recall what men we can and brief them again as fast as possible. But you know how long that will take. In the meantime——,Nelson Millaird,McNeil
8,"So that leaves us with you three,",Nelson Millaird,Ross Murdock
8,We'll recall what men we can and brief them again as fast as possible. But you know how long that will take. In the meantime——,Nelson Millaird,Ross Murdock
8,You can't pinpoint the region closer than just the Baltic?,Ashe,Dr. Webb
8,"We can do this much,",Dr. Webb,Ashe
8,We can send the sub cruising offshore there for the next five days. If there is any radio activity—any communication—we should be able to trace the beams. It all depends upon whether the Reds have any parties operating from their post. Flimsy——,Dr. Webb,Ashe
8,But something!,Major John Kelgarries,Dr. Webb
8,"And they will be waiting for just such a move on our part,",Dr. Webb,Ashe
8,"All right, so they'll be watching!",Major John Kelgarries,Dr. Webb
8,but it is about the only move we can make to back up the boys when they do go in.,Major John Kelgarries,Dr. Webb
8,"I will work over the maps again,",Dr. Webb,Ashe
8,"We haven't scouted that area, and we don't dare send a photo-plane over it now. Any trip in will be a stab in the dark.",Dr. Webb,Ashe
8,"When you have only one road, you take it,",Ashe,Dr. Webb
8,"I'll be glad to see anything you can show me, Miles.",Ashe,Dr. Webb
8,"Base has pulled back three other teams,",McNeil,Ross Murdock
8,"But the men have to go to school again, and they won't be ready to come on for maybe three, four weeks. To change runs means unlearning stuff as well as learning it——",McNeil,Ross Murdock
8,What about new men?,Ross Murdock,McNeil
8,"Don't think Kelgarries isn't out now beating the bushes for some! Only, we have to be fitted to the physical type we are supposed to represent. For instance, set a small, dark-headed pugnose among your Norse sea rovers, and he's going to be noticed—maybe remembered too well. We can't afford to take that chance. So Kelgarries had to discover men who not only look the part but are also temperamentally fitted for this job. You can't plant a fellow who thinks as a seaman—not a seaman, you understand, but one whose mind works in that pattern—among a wandering tribe of cattle herders. The protection for the man and the project lies in his being fitted into the right spot at the right time.",McNeil,Ross Murdock
8,"We have it! This time we have the luck! The Reds slipped. Oh, how they slipped!",Major John Kelgarries,Dr. Webb
8,"We have it! This time we have the luck! The Reds slipped. Oh, how they slipped!",Major John Kelgarries,Ashe
8,"We have it! This time we have the luck! The Reds slipped. Oh, how they slipped!",Major John Kelgarries,McNeil
8,"We have it! This time we have the luck! The Reds slipped. Oh, how they slipped!",Major John Kelgarries,Ross Murdock
8,"Miracles sometimes do happen,",Dr. Webb,Major John Kelgarries
8,I suppose the sub has a fix for us.,Dr. Webb,Major John Kelgarries
8,"Well, it narrows it a bit,",Dr. Webb,Major John Kelgarries
8,"I would like to hear your definition of 'narrow' sometime, Miles. Remember we have to cover this on foot, and a difference of twenty miles can mean a lot.",Ashe,Dr. Webb
8,That mark is quite a bit in from the sea.,McNeil,Dr. Webb
8,We don't know that country—,McNeil,Dr. Webb
8,"I suppose we could consider this critical, condition red,",Dr. Webb,McNeil
8,"I think we do, Miles!",Nelson Millaird,Dr. Webb
8,"You'll parachute in. The packs with which you will be equipped are special stuff. Once you have them off sprinkle them with a powder Miles will provide and in ten minutes there won't be enough of them left for anyone to identify. We haven't but a dozen of these, and we can't throw them away except in a crisis. Find the base and rig up the detector. Your fix in this time will be easy—but it is the other end of the line we must have. Until you locate that, stick to the job. Don't communicate with us until you have it!",Nelson Millaird,Ashe
8,"There is the possibility,",Ashe,Nelson Millaird
8,"the Reds may have more than one intermediate post. They probably have played it smart and set up a series of them to spoil a direct trace, as each would lead only to another farther back in time——",Ashe,Nelson Millaird
8,"All right. If that proves true, just get us the next one back,",Nelson Millaird,Ashe
8,"From that we can trace them along if we must send in some of the boys wearing dinosaur skins later. We have to find their primary base, and if that hunt goes the hard way, well, we do it the hard way.",Nelson Millaird,Ashe
8,How did you get the fix?,McNeil,Nelson Millaird
8,One of their field parties ran into trouble and yelled for help.,Nelson Millaird,McNeil
8,Did they get it?,McNeil,Nelson Millaird
8,What do you think? You know the rules—and the ones the Reds play by are twice as tough on their own men.,Major John Kelgarries,McNeil
8,What kind of trouble?,Ashe,Nelson Millaird
8,"Some kind of a local religious dispute. We do our best with their code, but we're not a hundred per cent perfect in reading it. I gather they were playing with a local god and got their fingers burned.",Nelson Millaird,Ashe
8,"Lurgha again, eh?",Ashe,Nelson Millaird
8,"Foolish,",Dr. Webb,Ashe
8,"That is a silly thing to do. You were almost over the edge of prudence yourself, Gordon, with that Lurgha business. To use the Great Mother was a ticklish thing to try, and you were lucky to get out of it so easily.",Dr. Webb,Ashe
8,"Once was enough,",Ashe,Dr. Webb
